5,-12,23
2,-11,37
-24,-44,24
40,-15,47
-13,-53,26
1,-19,26
-29,0,51
1,-4,42
-12,-3,27
1,-67,1
3,-20,18
30,-38,29
-11,28,30
-29,-21,29
-13,-55,43
-25,-9,29
-33,35,52
6,-14,22
-18,2,10
18,-15,39
-13,-50,18
4,-17,47
-13,-41,41
-9,27,6
3,1,16
-2,-26,50
-10,-28,48
6,-34,0
-41,-1,47
-26,-16,44
-4,-32,56
0,-14,54
-22,-61,-4
-21,-45,-21
-18,-32,41
2,13,43
16,3,53
-19,-3,41
-12,7,10
-8,-18,32
3,-29,-13
-6,-8,-1
-10,-69,42
-17,-2,-8
-4,-19,19
15,-32,26
-15,-10,32
-11,-14,22
-1,-92,41
-19,-24,37
-34,4,24
7,-40,9
-37,27,44
21,-54,25
-18,-14,11
-30,-52,56
-15,-9,40
3,-7,0
-25,-15,14
-24,-10,22
-30,-13,16
-25,-3,47
-7,-30,48
-6,30,50
-26,-5,10
-23,0,46
-5,10,30
-41,12,55
-26,-42,53
-18,8,8
3,-36,30
-22,11,51
3,-26,44
14,-23,22
4,-30,-10
-22,-29,46
-12,-33,47
-26,0,31
19,-47,57
9,35,-2
-15,13,25
-4,-21,19
-26,-14,47
9,-1,-9
-11,-40,70
-9,-62,38
